Incident No.,Incident_Date,Site,Type,Brief Description,Maint_Count_1d_before,Maint_Count_3d_before,Maint_Count_7d_before,Maint_Count_14d_before,Maint_Count_30d_before,Maint_Count_60d_before,Maint_Count_90d_before,Maint_Count_1d_after,Maint_Count_3d_after,Maint_Count_7d_after,Maint_Count_14d_after,Maint_Count_30d_after,Maint_Count_60d_after,Maint_Count_90d_after
INC-1052531,2015-01-20,Cheyenne WY,Incident,Minor ammonia vapor whisp leak found coming from piping in Prism Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052491,2015-01-20,Cheyenne WY,Near Miss,Lodan 1 prill tower had the nitrate shelves fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052367,2015-01-18,Cheyenne WY,Near Miss,A leak developed in the V-07B inlet nozzle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052360,2015-01-18,Cheyenne WY,Hazard,"While on a call out, inadvertently drove over a downed power line.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052335,2015-01-18,Cheyenne WY,External {Non-IPL},Strong winds caused a power line that supplies power to REA water supply wells to fall to the ground. This caused a power interruption to the wells.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052232,2015-01-16,Cheyenne WY,Incident,NH3 truck arrived on site with a leaking PSV,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052187,2015-01-16,Cheyenne WY,Near Miss,Wrong oil found added to C150 compressor,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052186,2015-01-16,Cheyenne WY,Near Miss,PSV-1301 found weeping ammonia vapor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052026,2015-01-15,Cheyenne WY,Near Miss,Pipe was laying in walkway inbetween maintenance bldg. and complex 2 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1052010,2015-01-14,Cheyenne WY,Hazard,"While entering LoDan manufacturing area, maintenance noticed the lack of lighting in the area",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051903,2015-01-14,Cheyenne WY,Near Miss,Delta V system is receiving critical alarms from the Emulsion Plant during a power outage. #4 Acid control system shoud not be seeing those alarms,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051895,2015-01-13,Cheyenne WY,Near Miss,"a NH3 pump was taken out of service, part of the SOP is to send a start to the pump to make sure that the power is off. this was done. after the pump was returned to service when the breaker was closed the pump started.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051778,2015-01-13,Cheyenne WY,Near Miss,Tool air froze.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051773,2015-01-12,Cheyenne WY,Near Miss,two fire fighting cabinets where missing a few components,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051612,2015-01-12,Cheyenne WY,Near Miss,During loader inspection loader was found to have a broken rear step,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051611,2015-01-11,Cheyenne WY,Near Miss,water hose became entangled in the cyclone rotary air lock,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051609,2015-01-09,Cheyenne WY,Near Miss,west NH3 bullet pump had a seal start leaking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051608,2015-01-11,Cheyenne WY,Near Miss,#1 DA tank has a drain valve that is leaking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051607,2015-01-11,Cheyenne WY,Near Miss,#3 injection well a rod is leaking.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051537,2015-01-07,Cheyenne WY (DNTI),Incident,"Driver had to ""hard brake"" when vehicle suddenly appeared in snow storm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051443,2015-01-09,Cheyenne WY,Near Miss,"While preparing truck to pick up load, contract employee had presumed ammonia exposure, operations tested area where event happened at measured 2ppm.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051442,2014-08-12,Cheyenne WY,Near Miss,Discovery of failure of MDEA Lean Stripper distributor tray,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051366,2015-01-08,Cheyenne WY,Near Miss,4th stage cylinder temperatures stopped communicating with Delta V on C-01.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051361,2015-01-07,Cheyenne WY,Near Miss,The pilot flames on the ST-103 flare stopped burning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051302,2015-01-07,Cheyenne WY,Near Miss,Acid flow to Neutralizer transmitter (Ft-154) low flow trip failed when acid flow was lost.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051300,2015-01-07,Cheyenne WY,Incident,External site power supply failure caused #4 acid and LoDAN 2 plant to trip.  Plants were safely shutdown and secured. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051194,2015-01-07,Cheyenne WY (DNTI),Near Miss,Near miss; icy parking lot conditions at DNTI office,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051126,2015-01-06,Cheyenne WY,Hazard,Broken conduit and exposed wiring in the pipe alley,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051091,2015-01-06,Cheyenne WY,Near Miss,Nipple was leaking on Stripper feed pump P-150B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051090,2015-01-06,Cheyenne WY,Near Miss,"operator heard something hissing, after looking around the area he found that a gasket had blown out on FT-4416 warm up line for catalyst reduction.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1051051,2015-01-06,Cheyenne WY,Near Miss,Several employees slipped in main parking lot this morning while walking from Engineering Building to Administration Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050949,2015-01-05,Cheyenne WY,Hazard,roofing panel on the BFW chemical building are loose and lifting in the wind,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050947,2015-01-05,Cheyenne WY,Hazard,Bottle caps for the hydrogen bottles were not in place,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050908,2015-01-05,Cheyenne WY,Near Miss,Level control valve to transfer  from V-12 to V-17 and V-220 had electrical issues.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050906,2014-12-30,Cheyenne WY,Near Miss,Prism Reboiler flow indication froze off and high level switch came on.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050904,2014-12-29,Cheyenne WY,Near Miss,Walkway to Cooper building covered in snow and ice.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050903,2014-12-29,Cheyenne WY,Near Miss,Area around Prism unit had slippery surfaces.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050878,2015-01-05,Cheyenne WY,Near Miss,seal started leaking acid out of the seal pot.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050875,2015-01-03,Cheyenne WY,Near Miss,ST103 flare pilot flame failure,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050817,2015-01-04,Cheyenne WY,Near Miss,Cable for the safety trip  on M-505 conveyor came apart.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050807,2015-01-04,Cheyenne WY,Incident,Security guard was in route to the company bus and slipped and fell on snow pack.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050682,2014-12-31,Cheyenne WY,Incident,A small flash fire occured at the blowdown of the first stage syn loop of the south Cooper compressor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050670,2014-12-31,Cheyenne WY,Near Miss,Fire Brigade Member went over to Emergency Services this morning to prep fire trucks to respond to small fire at South Cooper. Engines would not start.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050655,2014-12-25,Cheyenne WY,Near Miss,Walkway from NH3 control room to C-150 compressor building was icy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050654,2014-12-25,Cheyenne WY,Near Miss,Snow and ice buildup on walkways from NH3 control room to CO2 plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050653,2014-12-25,Cheyenne WY,Near Miss,Walk ways from Change Room to main Control Room had ice build up from recent storm causing slipping hazard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050652,2014-12-30,Cheyenne WY,Near Miss,"DEF loadout emergency stop button would not work, causing operations to not be able to load trucks",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050307,2014-12-24,Cheyenne WY,Near Miss,"North packing box failed on #3 injection well pump, causing a waste water leak and a broken pump rod.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050290,2014-12-23,Cheyenne WY,Near Miss,Operator tripped over a NH3 vapor offloading hose.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050239,2014-12-22,Cheyenne WY,Hazard,NOTICED ELECTRICAL PANEL OPEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050149,2014-12-21,Cheyenne WY,Near Miss,The light above the west CO2 truck loading rack was found not working.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050147,2014-12-22,Cheyenne WY,Near Miss,2 starirs need replaced inthe loadout going to the scale room. Work order put in,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050145,2014-12-21,Cheyenne WY,Near Miss,Cooling tower biocide injection line was found to be broken.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050142,2014-12-21,Cheyenne WY,Near Miss,The sink drain in the headhouse is broken. water freezing on the gratting. work order was written,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050137,2014-12-21,Cheyenne WY,Hazard,Sink in headhouse is broken and water drains onto gratting which freezes.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050135,2014-12-21,Cheyenne WY,Near Miss,Block valves on north prism unit reflux pump do not hold,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050102,2014-12-21,Cheyenne WY,Near Miss,breaker is tripping for the recepticals in the break and a power strip is being used from another outlet that has a lot of users ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050049,2014-12-20,Cheyenne WY,Near Miss,Hic 384A Nh3 vapor pressure controller wouldn't close with controller.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050016,2014-12-18,Cheyenne WY,Near Miss,Isolated pump and block valves wouldn't hold,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1050014,2014-12-18,Cheyenne WY,Near Miss,"While offloading AT delivery pump on trailer leaked, Spare pump was brought in and it leaked as well.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049883,2014-12-18,Cheyenne WY,Near Miss,Ice built up on scaffold ladder near NH3 cooling tower,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049882,2014-12-18,Cheyenne WY,Near Miss,Ammonia seal leak on north prism stripper reflux pump,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049880,2014-12-17,Cheyenne WY,Near Miss,"Nitric acid leak on the #2 Nitric Acid Plant check valve exit the absorber as well as small leaks on downstream 1"" piping elbows.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049797,2014-12-17,Cheyenne WY,Near Miss,"While offloading N-66 from tanker, witches hat plugged with debris and pressured the hose up. Operator disconnected hose and product was sprayed in containment box and on payment and employee.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049773,2014-12-16,Cheyenne WY,Near Miss,"During the scheduled #4NAP startup, the bleach air flow control valve would not open. Before the plant started up I&E reparied the signal from the control system to the valve to allow it to open.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049772,2014-12-17,Cheyenne WY,Near Miss,A train drain on the heat train was leaking NOX during startup. The plant was taken back down to repair the valve.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049755,2014-12-16,Cheyenne WY,Near Miss,Panel broke on cooling tower due to ice build-up,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049657,2014-12-16,Cheyenne WY,Near Miss,Black ice had accumulated on the walkway below #1 Auxilary Boiler blowdown tank.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049654,2014-12-16,Cheyenne WY,Near Miss,Found cover on fire extinguisher to be frozen in place during inspection.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049552,2014-12-15,Cheyenne WY,Incident,Flange was seperated and found to have residual fluid in line,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049536,2014-12-14,Cheyenne WY,Near Miss,"During normal Sunday pump swaps, the north nitric acid pump P-30512A developed a small leak on the seal. We swapped back to the south pump and a work order was issued.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049534,2014-12-15,Cheyenne WY,Near Miss,A steam tracing leak was discovered on the UAN transfer line from the East UAN tank.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049533,2014-12-14,Cheyenne WY,Near Miss,Damage was discovered to the waste water pond oil skimmer causing it to malfunction.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049530,2014-12-14,Cheyenne WY,Near Miss,Discovered the stairway to access the top of the cooling tower had a layer of frost on it and very slippery.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049396,2014-12-10,Cheyenne WY,Near Miss,"WINDSTORM THREATENED POWER OUTAGE.  I HAD PENDING ORDERS FOR POGO MINE I NEEDED CONFIRMATION FOR.  INSTEAD OF WAITING FOR USUAL EMAIL, I CALLED VENDOR IN CASE I LOST POWER.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049240,2014-12-10,Cheyenne WY,Near Miss,A panel on the side of the cooling tower was found to be broken with pieces missing.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049238,2014-12-10,Cheyenne WY,Near Miss,Leak discovered on the NH3 flow transmitter manifold.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049142,2014-12-10,Cheyenne WY,Near Miss,"operator walking by the bottom of the primary reformer, and smelled gas, after looking around the area found a bleed valve that was not fully closed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049133,2014-12-09,Cheyenne WY,Near Miss,"a blow down valve on the SCB 1st stage syn knock out had a bad bonnet gasket, and it would leak when you opened the valve.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049132,2014-12-09,Cheyenne WY,Near Miss,south cooper had a hot valve on 1st stage syn causing the 1st stage to loose from 835# to 750#.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049102,2014-12-10,Cheyenne WY,Near Miss,when offloading ammonia railcar valve was opened and swivel joint started leaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049033,2014-12-09,Cheyenne WY,Near Miss,steam turbine for the surface condenser has a gasket blown out on the 400# steam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1049032,2014-12-08,Cheyenne WY,Near Miss,"C-O1 CO2 compressor has a oil pump that should be run in auto but it will not, so we have to run it in hand. this could have damaged the compressor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048942,2014-12-05,Cheyenne WY,Near Miss,"During startup, the primary nuetralizer process steam pressure transmitter malfunctioned causing the rupture disk to fail.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048922,2014-12-06,Cheyenne WY,Near Miss,Ammonia leak detected on NH3 cold loading heater on ST102 storage tank,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048918,2014-12-06,Cheyenne WY,Near Miss,The urea plant was shut down due to bad level transmitter.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048757,2014-12-05,Cheyenne WY,Near Miss,Excess mop water seeped under a rug in the hallway. The water made the rug not stick firmly to the floor allowing it to slip under the force of walking. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048732,2014-12-04,Cheyenne WY,Near Miss,Urea Plant Shutdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048718,2014-12-04,Cheyenne WY,Near Miss,"worker climbing a ladder at the clear tank building, the ladder is narrow at the top and his coat got hung up on the ladder.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048563,2014-12-02,Cheyenne WY,Near Miss,Acid Leak on E-7 Drain Flange,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048516,2014-12-02,Cheyenne WY,Near Miss,Cooling water line to 70% Urea exchanger froze and split.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048515,2014-12-02,Cheyenne WY,Near Miss,Product Seals leaking on 70% Urea recirculation pump.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048507,2014-12-02,Cheyenne WY,Near Miss,Maintenance located corroded grating in the area near the cooling water pumps. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048506,2014-12-02,Cheyenne WY,Hazard,"Operator was walking through area and heard noise, after further investigation discovered a hole in the purge line. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048502,2014-12-01,Cheyenne WY,Near Miss,Differential Pressure Transmitter failed causing partial plant trip,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048501,2014-12-01,Cheyenne WY,Near Miss,Operations discovered a seal leak on 70% recirc pump.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1048289,2014-12-01,Cheyenne WY,Near Miss,Trip of process air feed to ammonia plant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047750,2014-11-26,Cheyenne WY,Near Miss,Fire alarm sounded in plant. No fire occured and the heat acvitated water quench did not activate as expected.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047736,2014-11-25,Cheyenne WY,Near Miss,The lighting at the UAN and Emulsion Loading stations was not operational. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047662,2014-11-25,Cheyenne WY,Near Miss,High Level Switch trip on DEF railcar load station,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047659,2014-11-20,Cheyenne WY,Near Miss,CO2 plant process and lines frozen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047637,2014-11-25,Cheyenne WY,Near Miss,"while walking into process area, employee slipped on ice",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047533,2014-11-24,Cheyenne WY,Near Miss,Prism unit trip activated.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047516,2014-11-19,Cheyenne WY,Near Miss,CO alarm in furnace room sounded,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047283,2014-11-18,Cheyenne WY,Near Miss,had ice build up on a tower 2nd condenser. a big chunk of ice fell off and broke a TI and a level indication off.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047155,2014-11-18,Cheyenne WY,Near Miss,Operator discovered a light that had fallen from the walkway on the Semi-Lean Stripper.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047060,2014-11-18,Cheyenne WY,Near Miss,"After subzero temperatures, the potable water line feeding the safety shower in #3NAP thawed exposing a break in the pipe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1047058,2014-11-18,Cheyenne WY,Near Miss,"After subzero temperatures, the potable water line to the Complex 1 ammonia bullet which feeds the safety shower thawed exposing a break in the pipe.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046765,2014-11-15,Cheyenne WY,Near Miss,"2 workers we're back flushing a pump. the check valve popped causing the hose to pop out of the sump, spraying the workers with MDEA.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046707,2014-11-13,Cheyenne WY,Near Miss,Employee slipped while walking into C-150 Building,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046478,2014-11-11,Cheyenne WY,Incident,Operator slipped on ice while walking through his plant causing a fractured ankle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046476,2014-11-11,Cheyenne WY,Near Miss,A cooling water line to the #3 Nitric Acid Plant absorber sprung a leak. The line was isolated and repaired.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046475,2014-11-11,Cheyenne WY,Incident,"Pressure releif valve on a ammonia tank (V-400A) lifted, releasing ammonia to atmosphere.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046473,2014-11-11,Cheyenne WY,Incident,Ammonia Release during LoDAN #1 Plant Upset Condition,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046432,2014-11-11,Cheyenne WY,Incident,Employee had break through of respirator during high ammonia event resulting in respiratory distress.    ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046358,2014-11-09,Cheyenne WY,Near Miss,Contractor was accessing the scaffold without using yoyo.  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046357,2014-11-09,Cheyenne WY,Near Miss,Employee found grinding without a face shield.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046340,2014-11-10,Cheyenne WY,Near Miss,#4 NAP trip due to loss of BFW pressure transmitter,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046229,2014-11-07,Cheyenne WY,Incident,While moving new trunion across aluminum grating a forklift tire broke through the grating.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046228,2014-11-07,Cheyenne WY,Near Miss,Operator was found sleeping in parked vehicle.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046227,2014-11-07,Cheyenne WY,Near Miss,Truck driver was not wearing side shields on his safety glasses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046161,2014-11-06,Cheyenne WY,Near Miss,While ascending the primary reformer stairs to look at a job an adjustable wrench fell from a higher level missing an employee and landing on the ground below.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046129,2014-11-05,Cheyenne WY,Near Miss,While attempting to detorque a stud on the line to the converter bottle workers discovered the stud had been tensioned and not torqued,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046024,2014-11-05,Cheyenne WY,Near Miss,"while employees were working at heights, wrench fell approximately 10 feet.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046023,2014-11-05,Cheyenne WY,Near Miss,Scaffold malfunction,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046019,2014-11-05,Cheyenne WY,Near Miss,"While walking in the plant, employee found grating that had been damaged causing a tripping hazard. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1046018,2014-11-05,Cheyenne WY,Near Miss,"While walking into trailer, employee tripped on stairs ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045842,2014-11-03,Cheyenne WY,Near Miss,Emulsion driver finished loading trailer and forgot to lift the safe-rack behind him until an emulsion plant operator notified the driver.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045803,2014-11-03,Cheyenne WY,Near Miss,"Due to snow/icy conditions, elevated work was postponed until conditions improve.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045750,2014-11-01,Cheyenne WY,Near Miss,"while removing the cover of an explosion proof power panel, they discovered that it was half full of water",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045749,2014-11-02,Cheyenne WY,Near Miss,"while climbing ladder, hammer fell approx. 6 feet to ground from employees work belt. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045748,2014-11-02,Cheyenne WY,Near Miss,crane in operation with out proper caution tape barricading area,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045747,2014-11-01,Cheyenne WY,Near Miss,"employee working without proper foot wear, boots were worn so there was no defined heel",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045682,2014-10-29,Cheyenne WY,Near Miss,while walking in to work area at start of shift employee tripped on uneven surface,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045475,2014-10-29,Cheyenne WY,Near Miss,UAN product truck loading spout hold down chain is broken.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045442,2014-10-28,Cheyenne WY,Near Miss,Grating is starting to sag and separate from the weight of the loader causing potential of incident,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045356,2014-10-27,Cheyenne WY,Near Miss,Loading target weight on DEF rail car exceeded car capacity causing high level shut off to activate.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045243,2014-10-27,Cheyenne WY,Near Miss,Caution tape blown off around open excavation due to high winds. Potential fall hazard,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045018,2014-10-22,Cheyenne WY,Incident,ATH tank level transmitter lost calibration and the storage tank overflowed approximately 510 gallons during product delivery.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1045017,2014-10-22,Cheyenne WY,Incident,ATH delivery driver operated his trailer pump in reverse causing product from the supply tank to flow into the trailer and overflow 150 gals from the tanker.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044916,2014-10-21,Cheyenne WY,Near Miss,CO2 truck driver was loading CO2 and noticed that the liquid loading hose was starting to leak.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044850,2014-10-21,Cheyenne WY,Near Miss,"sulfuric acid line to the cooling tower was leaking, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044849,2014-10-21,Cheyenne WY,Near Miss,"A truck bumped the loading rack on the DEF truck load out rack, and bent a pin on the south stabilizer.",0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044842,2014-10-20,Cheyenne WY,Near Miss,Safety Chain unlatched on #3 compressor deck south access ladder,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044774,2014-10-20,Cheyenne WY,Near Miss,walking in plant noticed that the grating needs replaced by the new softener building,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044650,2014-10-16,Cheyenne WY,Near Miss,North 83% solution pump motor shorted causing the solution area including associated pumps to trip. Breaker reset and resored power to solution area.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1044259,2014-10-02,Cheyenne WY,Near Miss,Worker was walking out of the new softeners building with hands in pants pockets and tripped on the black PVC pipe on the ground. Worker did not fall to the ground.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043995,2014-10-02,Cheyenne WY,Incident,Mechanic on PM round found a natural gas leak on flex hose feeding a power cylinder on the north cooper engine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043986,2014-10-02,Cheyenne WY,Near Miss,Pipe shoe in pipe rack was noticed to be loose with the potential to fall.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043804,2014-10-01,Cheyenne WY,Incident,The #3 Nitric Acid plant was safely shutdown after the surface condenser tripped on high level. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043803,2014-10-01,Cheyenne WY,Near Miss,Valve HIC4814 on the ammonia converter bottle began to open during rainstorm due to a short.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043649,2014-09-24,Cheyenne WY,Near Miss,while walking down the hallway the manager tripped on the floor mat,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043648,2014-09-20,Cheyenne WY,Near Miss,while walking through the plant an operator almost tripped due to hole in pavement,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043646,2014-09-09,Cheyenne WY,Near Miss,contractor at Airgas was installing roof supports without proper fall protection,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1043515,2014-09-29,Cheyenne WY,Incident,Spill of pond water to bare ground on site,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1042495,2014-09-14,Cheyenne WY,Incident,The #4 Nitric Acid Plant suffered a power outage resulting in a controlled plant shutdown. The power company made a permanent repair and the plant was restarted safely.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1042484,2014-09-11,Cheyenne WY (DNTI),Near Miss,Near Miss/ First Winter snow/ Complacency,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INC-1042483,2014-09-05,Cheyenne WY (DNTI),Near Miss,Near Miss/ Employees foot slipped while opening dome lids on trailer.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
